frame_id,point_id,x,y,z,doppler,snr,noise
7,8,-3.8214,7.5709,3.5484,0,167,750,605
8,1,0.7938,1.464,-0.635,0,289,665,637
8,2,0.6016,2.1695,0,0,284,736,637
8,3,1.6043,1.319,0.869,0,284,736,637
8,4,-1.4038,7.7502,0.234,0,187,831,637
8,5,-5.1472,5.6652,-1.8717,0,187,831,637
8,6,-3.0415,7.9762,0,0,158,847,637
8,7,-4.4509,7.5715,0.7854,0,178,812,637
8,8,-3.8214,7.5709,3.5484,0,167,751,637
9,1,0.7938,1.464,-0.635,0,295,658,672
9,2,0.6016,2.1695,0,0,284,728,672
9,3,1.6712,1.2777,0.8022,0,284,728,672
9,4,-1.4038,7.7502,0.234,0,187,830,672
9,5,-5.1472,5.6652,-1.8717,0,187,830,672
9,6,-3.0415,7.9762,0,0,159,846,672
9,7,-4.4509,7.5715,0.7854,0,182,808,672
9,8,-3.8214,7.5709,3.5484,0,172,747,672
10,1,0.7938,1.464,-0.635,0,288,663,705
10,2,0.6685,2.1498,0,0,271,732,705
10,3,-1.8717,1.097,-0.6016,0,271,732,705
10,4,1.6712,1.2332,0.869,0,271,732,705
10,5,-1.4038,7.7502,0.234,0,189,829,705
10,6,-5.1472,5.6652,-1.8717,0,189,829,705
10,7,-3.0415,7.9762,0,0,157,848,705
10,8,-4.4509,7.5715,0.7854,0,180,810,705
10,9,-3.8214,7.5709,3.5484,0,168,751,705
11,1,0.7938,1.464,-0.635,0,297,655,738
11,2,0.8022,2.1026,-0.0668,0,270,727,738
11,3,-1.8049,1.168,-0.6685,0,270,727,738
11,4,1.6043,1.4604,-0.6016,0,270,727,738
11,5,-1.4038,7.7502,0.234,0,188,830,738
11,6,-5.1472,5.6652,-1.8717,0,188,830,738
11,7,-3.0415,7.9722,0.2535,0,157,847,738
11,8,-4.4509,7.5715,0.7854,0,177,813,738
11,9,-3.8214,7.5709,3.5484,0,164,755,738
12,1,0.7938,1.464,-0.635,0,289,663,771
12,2,-1.8717,1.0576,-0.6685,0,260,733,771
12,3,1.0695,1.9766,-0.1337,0,260,733,771
12,4,-0.7353,2.0758,0.4679,0,260,733,771
12,5,-1.4038,7.7502,0.234,0,189,830,771
12,6,-5.1472,5.6652,-1.8717,0,189,830,771
12,7,-3.0415,7.9722,0.2535,0,156,848,771
12,8,-4.4509,7.5715,0.7854,0,178,812,771
12,9,-3.8214,7.5709,3.5484,0,167,752,771
10,1,0.7938,1.464,-0.635,0,299,653,804
10,2,-1.8717,1.0576,-0.6685,0,266,722,804
10,3,1.4706,1.6836,-0.2674,0,266,722,804
10,4,-0.7353,2.0758,0.4679,0,266,722,804
10,5,-1.4038,7.7502,0.234,0,188,830,804
10,6,-5.1472,5.6652,-1.8717,0,188,830,804
10,7,-3.0415,7.9722,0.2535,0,158,847,804
10,8,-4.4509,7.5715,0.7854,0,180,810,804
10,9,-3.8214,7.5709,3.5484,0,170,748,804
14,1,0.7938,1.464,-0.635,0,296,657,838
14,2,-1.8717,1.0576,-0.6685,0,266,724,838
14,3,1.4038,1.7487,-0.2005,0,266,724,838
14,4,-0.7353,2.0758,0.4679,0,266,724,838
14,5,-0.3621,2.3222,0.6518,0,175,799,838
14,6,1.9553,1.3917,-0.4345,0,175,799,838
14,7,-1.4038,7.7502,0.234,0,188,830,838
14,8,-5.1472,5.6652,-1.8717,0,188,830,838
14,9,-3.0415,7.9722,0.2535,0,157,847,838
14,10,-4.4509,7.5715,0.7854,0,179,810,838
14,11,-4.0944,7.4268,3.5484,0,168,750,838
15,1,0.7938,1.464,-0.635,0,296,658,871
15,2,-1.8717,1.0576,-0.6685,0,260,729,871
15,3,1.3369,1.8065,-0.1337,0,260,729,871
15,4,-0.8022,2.0509,0.4679,0,260,729,871
15,5,-1.4038,7.7502,0.234,0,189,830,871
15,6,-5.1472,5.6652,-1.8717,0,189,830,871
15,7,-3.0415,7.9722,0.2535,0,157,847,871
15,8,-4.4509,7.5715,0.7854,0,180,810,871
15,9,-3.8214,7.5709,3.5484,0,169,750,871
16,1,0.7938,1.464,-0.635,0,297,657,905
16,2,-1.8717,1.0576,-0.6685,0,263,727,905
16,3,1.3369,1.8003,-0.2005,0,263,727,905
16,4,-0.8022,2.0509,0.4679,0,263,727,905
16,5,-1.4038,7.7502,0.234,0,188,831,905
16,6,-5.1472,5.6652,-1.8717,0,188,831,905
16,7,-3.0415,7.9722,0.2535,0,157,847,905
16,8,-4.4509,7.5715,0.7854,0,180,810,905
16,9,-3.8214,7.5709,3.5484,0,167,751,905
17,1,0.7938,1.464,-0.635,0,288,665,938
17,2,-1.8717,1.0576,-0.6685,0,259,734,938
17,3,1.0695,1.9766,-0.1337,0,259,734,938
17,4,-0.7353,2.0898,0.4011,0,259,734,938
17,5,-1.4038,7.7502,0.234,0,187,831,938
17,6,-5.1472,5.6652,-1.8717,0,187,831,938
17,7,-2.7881,8.0683,0,0,157,848,938
17,8,-4.4509,7.5715,0.7854,0,181,808,938
17,9,-4.0944,7.4268,3.5484,0,172,746,938
18,1,0.7938,1.464,-0.635,0,297,655,971
18,2,2.089,0.9479,-0.4874,0,237,765,971
18,3,0.8356,2.1913,0,0,237,765,971
18,4,0.6267,2.2588,0.0696,0,237,765,971
18,5,-1.4038,7.7502,0.234,0,189,830,971
18,6,-5.1472,5.6652,-1.8717,0,189,830,971
18,7,-3.0415,7.9722,0.2535,0,157,847,971
18,8,-4.4509,7.5715,0.7854,0,181,808,971
18,9,-3.8214,7.5709,3.5484,0,170,749,971
19,1,0.7938,1.464,-0.635,0,296,655,1004
19,2,2.089,0.9806,-0.4178,0,236,768,1004
19,3,0.4874,2.2929,0.0696,0,236,768,1004
19,4,-1.4038,7.7502,0.234,0,191,828,1004
19,5,-5.1472,5.6652,-1.8717,0,191,828,1004
19,6,-3.0415,7.9722,0.2535,0,161,843,1004
19,7,-4.4509,7.5715,0.7854,0,182,808,1004
19,8,-4.0944,7.4268,3.5484,0,175,744,1004
20,1,0.7938,1.464,-0.635,0,295,658,1039
20,2,0.4679,2.2022,0,0,275,726,1039
20,3,-1.4038,7.7502,0.234,0,187,832,1039
20,4,-5.1472,5.6652,-1.8717,0,187,832,1039
20,5,-3.0415,7.9722,0.2535,0,162,842,1039
20,6,-4.4509,7.5715,0.7854,0,182,809,1039
20,7,-4.0944,7.4268,3.5484,0,170,750,1039
21,1,0.7938,1.464,-0.635,0,293,658,1071
21,2,0.3482,2.3181,-0.0696,0,266,767,1071
21,3,2.089,1.0289,-0.2785,0,266,767,1071
21,4,2.0193,1.1741,-0.2089,0,266,767,1071
21,5,-0.2256,2.5216,-0.0752,0,157,832,1071
21,6,-5.1472,5.6652,-1.8717,0,183,833,1071
21,7,-1.4038,7.7502,0.234,0,183,833,1071
21,8,-3.0415,7.9722,0.2535,0,161,841,1071
21,9,-4.4509,7.5715,0.7854,0,179,813,1071
21,10,-3.8214,7.5709,3.5484,0,164,754,1071
22,1,0.7938,1.464,-0.635,0,294,660,1104
22,2,-0.4874,2.2674,0.3482,0,236,768,1104
22,3,-1.7408,1.3722,-0.766,0,236,768,1104
22,4,-5.1472,5.6652,-1.8717,0,181,828,1104
22,5,-1.4038,7.7502,0.234,0,181,828,1104
22,6,-3.0415,7.9722,0.2535,0,157,846,1104
22,7,-4.4509,7.5715,0.7854,0,181,813,1104
22,8,-4.0944,7.4268,3.5484,0,164,756,1104
23,1,0.7938,1.464,-0.635,0,295,658,1137
23,2,0.5348,2.1828,0.1337,0,273,731,1137
23,3,-0.4679,2.1767,0.3342,0,273,731,1137
23,4,-1.6712,1.3173,-0.7353,0,273,731,1137
23,5,0.6016,2.3856,-0.6016,0,174,839,1137
23,6,-5.1472,5.6652,-1.8717,0,179,824,1137
23,7,-1.4038,7.7502,0.234,0,179,824,1137
23,8,-3.0415,7.9762,0,0,157,844,1137
23,9,-4.4509,7.5941,0.5236,0,181,811,1137
23,10,-4.0944,7.4268,3.5484,0,160,760,1137
24,1,0.7938,1.464,-0.635,0,303,650,1171
24,2,0.4011,2.1675,0.0668,0,287,724,1171
24,3,-0.3621,2.4076,0.1448,0,195,803,1171
24,4,-1.3759,1.74,-1.0138,0,195,803,1171
24,5,-5.1472,5.6652,-1.8717,0,177,825,1171
24,6,-1.6377,7.6935,0.4679,0,177,825,1171
24,7,-3.0415,7.9762,0,0,153,848,1171
24,8,-4.4509,7.5941,0.5236,0,177,816,1171
24,9,-4.0944,7.4268,3.5484,0,158,763,1171
25,1,0.7938,1.464,-0.635,0,294,658,1204
25,2,0.6016,2.1685,0.0668,0,297,726,1204
25,3,-5.1472,5.6652,-1.8717,0,173,836,1204
25,4,-1.4038,7.7502,0.234,0,173,836,1204
25,5,-3.0415,7.9762,0,0,159,840,1204
25,6,-4.1891,7.7416,0.5236,0,186,809,1204
25,7,-4.0944,7.4268,3.5484,0,158,764,1204
26,1,0.7938,1.464,-0.635,0,306,648,1238
26,2,1.9497,1.3033,0,0,254,762,1238
26,3,0.9052,1.9956,-0.8356,0,254,762,1238
26,4,0.9024,2.2677,-0.6768,0,163,838,1238
26,5,-4.9132,5.7894,-2.1057,0,166,842,1238
26,6,-1.4038,7.7502,0.234,0,166,842,1238
26,7,-3.295,7.8586,0.5069,0,153,843,1238
26,8,-4.1891,7.7416,0.5236,0,175,818,1238
27,1,0.7938,1.464,-0.635,0,300,652,1272
27,2,-0.5571,2.261,0.2785,0,237,766,1272
27,3,-1.6712,1.4173,-0.8356,0,237,766,1272
27,4,0.6016,2.4033,-0.5264,0,187,839,1272
27,5,-5.1472,5.6652,-1.8717,0,179,830,1272
27,6,-1.4038,7.7502,0.234,0,179,830,1272
27,7,-2.7881,8.0643,-0.2535,0,154,849,1272
27,8,-4.1891,7.7416,0.5236,0,179,814,1272
27,9,-3.8214,7.5709,3.5484,0,169,750,1272
28,1,0.7938,1.464,-0.635,0,295,656,1305
28,2,1.8104,1.4891,0.0696,0,270,764,1305
28,3,0.766,2.053,-0.8356,0,270,764,1305
28,4,-1.4038,7.7537,0,0,191,830,1305
28,5,-5.1472,5.5825,-2.1057,0,191,830,1305
28,6,-3.295,7.8586,0.5069,0,155,843,1305
28,7,-4.4509,7.5715,0.7854,0,194,800,1305
28,8,-4.0944,7.4268,3.5484,0,176,741,1305
29,1,0.7938,1.464,-0.635,0,297,654,1338
29,2,2.0193,1.1844,-0.1393,0,253,765,1338
29,3,0.9052,1.9956,-0.8356,0,253,765,1338
29,4,0.752,2.3219,-0.6768,0,161,839,1338
29,5,1.8049,1.7187,0.4512,0,161,839,1338
29,6,-1.1698,7.7925,0,0,216,814,1338
29,7,-4.9132,5.6989,-2.3396,0,216,814,1338
29,8,-4.4509,7.5941,0.5236,0,187,809,1338
29,9,-4.0944,7.4268,3.5484,0,154,767,1338
30,1,0.7938,1.464,-0.635,0,294,657,1371
30,2,-2.2282,0.6003,-0.4178,0,254,765,1371
30,3,-5.1472,5.7372,-1.6377,0,194,818,1371
30,4,-1.6377,7.6757,0.7019,0,194,818,1371
30,5,-4.1891,7.7194,0.7854,0,182,813,1371
30,6,-4.0944,7.4268,3.5484,0,164,755,1371
31,1,0.7938,1.464,-0.635,0,284,667,1404
31,2,1.7408,1.5653,0.1393,0,253,771,1404
31,3,0.6963,2.0777,-0.8356,0,253,771,1404
31,4,-4.9132,5.7894,-2.1057,0,209,812,1404
31,5,-1.6377,7.6935,0.4679,0,209,812,1404
31,6,-3.0415,7.9722,0.2535,0,152,851,1404
31,7,-4.1891,7.7194,0.7854,0,184,808,1404
31,8,-4.0944,7.4268,3.5484,0,167,751,1404
32,1,0.7938,1.464,-0.635,0,290,662,1437
32,2,2.0193,1.1741,-0.2089,0,244,765,1437
32,3,0.9052,1.8545,-1.1141,0,244,765,1437
32,4,0.2256,2.4945,-0.376,0,181,836,1437
32,5,-1.1698,7.7925,0,0,213,817,1437
32,6,-4.9132,5.7894,-2.1057,0,213,817,1437
32,7,-4.6403,6.7983,4.0944,0,158,752,1437
33,1,0.7938,1.464,-0.635,0,290,663,1472
33,2,0.6016,2.1695,0,0,279,732,1472
33,3,1.6043,1.2724,0.9359,0,279,732,1472
33,4,-1.738,1.2277,-0.7353,0,279,732,1472
33,5,-1.4038,7.7502,0.234,0,201,823,1472
33,6,-4.9132,5.6989,-2.3396,0,201,823,1472
33,7,-4.4509,7.5941,0.5236,0,180,813,1472
33,8,-4.6403,6.7983,4.0944,0,153,760,1472
33,9,-1.0918,3.4236,8.4617,0,153,760,1472
34,1,0.7938,1.464,-0.635,0,299,655,1505
34,2,0.6016,2.1654,-0.1337,0,345,727,1505
34,3,0.4512,2.4186,-0.6016,0,195,837,1505
34,4,-1.1837,7.7959,-1.1837,0,182,819,1505
34,5,-4.735,6.2562,-1.4205,0,182,819,1505
34,6,-4.4509,7.5715,0.7854,0,190,803,1505
34,7,-4.6403,6.7983,4.0944,0,152,760,1505
34,8,-1.0918,3.4236,8.4617,0,152,760,1505
35,1,0.7938,1.464,-0.635,0,294,660,1538
35,2,0.2089,2.3192,0.2785,0,265,770,1538
35,3,-4.9132,5.8693,-1.8717,0,202,821,1538
35,4,-1.6377,7.6507,0.9359,0,202,821,1538
35,5,-3.0415,7.9762,0,0,152,845,1538
35,6,-4.1891,7.7416,0.5236,0,204,793,1538
35,7,-4.3673,7.13,3.8214,0,165,747,1538
36,1,0.7938,1.464,-0.635,0,307,646,1571
36,2,0.5348,2.1498,-0.4011,0,303,725,1571
36,3,1.6712,1.4711,0.3342,0,303,725,1571
36,4,-4.9132,5.7894,-2.1057,0,194,831,1571
36,5,-1.4038,7.7396,0.4679,0,194,831,1571
36,6,-3.0415,7.9722,0.2535,0,152,846,1571
36,7,-4.1891,7.7194,0.7854,0,191,809,1571
37,1,0.7938,1.464,-0.635,0,300,653,1604
37,2,0.6518,2.2778,-0.5793,0,205,803,1604
37,3,1.738,1.655,0.4345,0,205,803,1604
37,4,-5.1472,5.6652,-1.8717,0,183,828,1604
37,5,-1.4038,7.7396,0.4679,0,183,828,1604
37,6,-3.0415,7.9762,0,0,158,845,1604
37,7,-4.4509,7.5715,0.7854,0,191,802,1604
37,8,-4.3673,7.13,3.8214,0,154,758,1604
38,1,0.7938,1.464,-0.635,0,293,658,1637
38,2,-2.0193,1.0545,-0.5571,0,256,768,1637
38,3,-1.4038,7.7537,0,0,211,810,1637
38,4,-4.9132,5.6989,-2.3396,0,211,810,1637
38,5,-4.7127,7.3789,1.0473,0,190,798,1637
38,6,-4.6403,6.7983,4.0944,0,171,740,1637
39,1,0.7938,1.464,-0.635,0,297,655,1671
39,2,0.5069,2.2488,-0.7966,0,221,801,1671
39,3,1.0306,3.2999,-0.3092,0,158,880,1671
39,4,-1.4038,7.7537,0,0,188,833,1671
39,5,-5.1472,5.5825,-2.1057,0,188,833,1671
39,6,-3.0415,7.9762,0,0,156,850,1671
39,7,-4.0944,7.4268,3.5484,0,163,751,1671
40,1,0.7938,1.464,-0.635,0,296,657,1705
40,2,-1.6712,1.3739,-0.9052,0,250,764,1705
40,3,-0.6267,2.2588,0.0696,0,250,764,1705
40,4,1.1336,3.2398,-0.5153,0,165,877,1705
40,5,-5.1472,5.6652,-1.8717,0,192,824,1705
40,6,-1.6377,7.6935,0.4679,0,192,824,1705
40,7,-4.7127,7.4114,0.7854,0,182,806,1705
40,8,-4.0944,7.4268,3.5484,0,157,757,1705
41,1,0.7938,1.464,-0.635,0,294,659,1738
41,2,2.0193,1.1844,-0.1393,0,245,767,1738
41,3,1.0306,3.2886,-0.4122,0,177,878,1738
41,4,-4.9132,5.7894,-2.1057,0,189,835,1738
41,5,-1.6377,7.6935,0.4679,0,189,835,1738
41,6,-4.4509,7.5715,0.7854,0,193,800,1738
41,7,-4.0944,7.4268,3.5484,0,165,747,1738
42,1,0.7938,1.464,-0.635,0,305,648,1772
42,2,2.0193,1.1741,-0.2089,0,253,759,1772
42,3,0.9024,3.2294,-0.4011,0,171,876,1772
42,4,-4.9132,5.7894,-2.1057,0,189,833,1772
42,5,-1.4038,7.7396,0.4679,0,189,833,1772
42,6,-2.5346,8.1475,-0.2535,0,164,843,1772
42,7,-4.1891,7.7416,0.5236,0,194,803,1772
42,8,-4.3673,7.13,3.8214,0,157,759,1772
42,9,-0.8189,4.6025,7.9158,0,157,759,1772
43,1,0.7938,1.464,-0.635,0,303,650,1804
43,2,0.6685,2.1457,0.1337,0,286,723,1804
43,3,-0.5348,2.1828,0.1337,0,286,723,1804
43,4,-1.5375,1.4358,-0.8022,0,286,723,1804
43,5,0.2256,2.5047,-0.3008,0,165,836,1804
43,6,0.8022,3.2743,-0.2005,0,158,876,1804
43,7,-1.4038,7.7396,0.4679,0,196,833,1804
43,8,-4.9132,5.7894,-2.1057,0,196,833,1804
43,9,-3.0415,7.9722,0.2535,0,155,844,1804
43,10,-4.4509,7.5941,0.5236,0,184,809,1804
44,1,0.7938,1.464,-0.635,0,291,663,1837
44,2,-2.0193,1.0545,-0.5571,0,253,768,1837
44,3,0.8022,3.2666,-0.3008,0,170,864,1837
44,4,-1.4038,7.7502,0.234,0,205,829,1837
44,5,-4.9132,5.6989,-2.3396,0,205,829,1837
44,6,-3.0415,7.9722,0.2535,0,153,847,1837
44,7,-4.1891,7.7416,0.5236,0,184,813,1837
45,1,0.7938,1.464,-0.635,0,298,655,1871
45,2,0.4345,2.3458,-0.5069,0,234,802,1871
45,3,0.7799,3.1758,-0.2925,0,163,875,1871
45,4,-1.4038,7.7537,0,0,197,832,1871
45,5,-5.1472,5.6652,-1.8717,0,197,832,1871
45,6,-4.7127,7.4114,0.7854,0,183,808,1871
45,7,-3.5484,7.8226,3.2755,0,159,757,1871
46,1,0.7938,1.464,-0.635,0,292,660,1905
46,2,2.1586,0.848,-0.3482,0,247,771,1905
46,3,0.7799,3.1654,-0.3899,0,166,880,1905
46,4,-1.4038,7.7537,0,0,205,823,1905
46,5,-5.1472,5.6652,-1.8717,0,205,823,1905
46,6,-4.7127,7.4114,0.7854,0,193,797,1905
46,7,-4.3673,7.13,3.8214,0,174,737,1905
47,1,0.7938,1.464,-0.635,0,296,656,1939
47,2,0.4679,2.1981,0.1337,0,306,729,1939
47,3,1.4038,1.4466,1.0027,0,306,729,1939
47,4,0.376,2.4488,-0.5264,0,181,841,1939
47,5,0.7799,3.1758,-0.2925,0,166,880,1939
47,6,-5.3812,5.5183,-1.6377,0,183,828,1939
47,7,-1.6377,7.6935,0.4679,0,183,828,1939
47,8,-4.4509,7.5715,0.7854,0,182,812,1939
47,9,-4.0944,7.2901,3.8214,0,151,759,1939
48,1,0.7938,1.464,-0.635,0,307,645,1971
48,2,-0.6685,2.1237,0.3342,0,292,719,1971
48,3,-1.8049,1.2038,-0.6016,0,292,719,1971
48,4,0.9359,2.0378,0.2005,0,292,719,1971
48,5,0.4345,2.2371,-0.869,0,253,800,1971
48,6,0.7799,3.1758,-0.2925,0,171,880,1971
48,7,-5.3812,5.5825,-1.4038,0,166,834,1971
48,8,-2.1057,7.5026,1.1698,0,166,834,1971
48,9,-3.3312,7.8952,1.025,0,158,839,1971
48,10,-4.4509,7.5715,0.7854,0,187,807,1971
48,11,-4.3673,7.13,3.8214,0,165,746,1971
49,1,0.7938,1.464,-0.635,0,291,662,2004
49,2,0.4345,2.1401,-1.0863,0,228,797,2004
49,3,1.5208,1.9054,-0.0724,0,228,797,2004
49,4,0.7799,3.1758,-0.2925,0,180,881,2004
49,5,-5.6151,5.4031,-1.1698,0,176,825,2004
49,6,-2.1057,7.5026,1.1698,0,176,825,2004
49,7,-3.0415,7.9722,0.2535,0,157,846,2004
49,8,-4.7127,7.4114,0.7854,0,194,798,2004
49,9,-4.0944,7.4268,3.5484,0,166,743,2004
50,1,0.7938,1.464,-0.635,0,290,662,2038
50,2,0.5766,2.0752,0.1281,0,300,694,2038
50,3,1.5375,1.1139,1.025,0,300,694,2038
50,4,2.1586,0.8734,-0.2785,0,232,768,2038
50,5,0.7799,3.1654,-0.3899,0,180,886,2038
50,6,-5.1472,5.6652,-1.8717,0,180,834,2038
50,7,-1.6377,7.6507,0.9359,0,180,834,2038
50,8,-3.0749,8.0271,0.7687,0,162,836,2038
50,9,-4.4509,7.5715,0.7854,0,189,804,2038
50,10,-3.8214,7.5709,3.5484,0,164,750,2038
51,1,0.7938,1.464,-0.635,0,296,657,2071
51,2,0.8022,2.0994,0.1337,0,266,735,2071
51,3,-2.0722,0.7833,-0.4011,0,266,735,2071
51,4,-0.5348,2.1777,-0.2005,0,266,735,2071
51,5,0.5264,2.4209,-0.5264,0,195,834,2071
51,6,0.7799,3.1758,-0.2925,0,194,879,2071
51,7,-5.1472,5.6652,-1.8717,0,185,832,2071
51,8,-1.6377,7.6757,0.7019,0,185,832,2071
51,9,-3.3312,7.9242,0.7687,0,156,836,2071
51,10,-4.4509,7.5715,0.7854,0,194,800,2071
51,11,-4.0944,7.4268,3.5484,0,155,760,2071
52,1,0.7938,1.464,-0.635,0,298,655,2104
52,2,1.8801,1.4001,-0.0696,0,252,762,2104
52,3,0.766,1.9551,-1.0445,0,252,762,2104
52,4,0.6824,3.2056,-0.195,0,189,886,2104
52,5,-4.9132,5.7894,-2.1057,0,193,827,2104
52,6,-1.4038,7.7396,0.4679,0,193,827,2104
52,7,-3.3312,7.9242,0.7687,0,161,834,2104
52,8,-4.4509,7.5941,0.5236,0,195,799,2104
52,9,-3.8214,7.4369,3.8214,0,164,751,2104
53,1,0.7938,1.464,-0.635,0,296,658,2138
53,2,0.8969,1.9455,0.2562,0,303,689,2138
53,3,0,2.0958,-0.5125,0,303,689,2138
53,4,0.5069,2.2218,-0.869,0,229,804,2138
53,5,1.5208,1.8944,0.2173,0,229,804,2138
53,6,0.7799,3.1758,-0.2925,0,188,889,2138
53,7,-5.1472,5.6652,-1.8717,0,188,828,2138
53,8,-1.4038,7.7502,0.234,0,188,828,2138
53,9,-4.7127,7.4114,0.7854,0,188,804,2138
53,10,-4.0944,7.2901,3.8214,0,160,756,2138
54,1,0.7938,1.464,-0.635,0,304,649,2171
54,2,0.8328,1.9738,0.2562,0,289,680,2171
54,3,0.4484,2.0302,-0.5766,0,289,680,2171
54,4,1.6015,0.9509,1.089,0,289,680,2171
54,5,1.9497,1.2958,-0.1393,0,252,762,2171
54,6,0.9052,1.8946,-1.0445,0,252,762,2171
54,7,0.5264,2.3832,-0.6768,0,162,842,2171
54,8,0.6824,3.2056,-0.195,0,197,878,2171
54,9,-4.9132,5.7894,-2.1057,0,199,820,2171
54,10,-1.4038,7.7396,0.4679,0,199,820,2171
54,11,-1.6377,7.6757,0.7019,0,199,820,2171
54,12,-3.0749,8.0271,0.7687,0,159,843,2171
54,13,-4.4509,7.5715,0.7854,0,189,805,2171
54,14,-3.8214,7.4369,3.8214,0,155,761,2171
55,1,0.7938,1.464,-0.635,0,300,654,2205
55,2,0.3203,2.1327,-0.0641,0,309,684,2205
55,3,1.4094,1.2721,1.025,0,309,684,2205
55,4,0.3621,2.1535,-1.0863,0,206,802,2205
55,5,1.4483,1.961,-0.0724,0,206,802,2205
55,6,0.6824,3.2101,-0.0975,0,186,887,2205
55,7,-5.1472,5.6652,-1.8717,0,187,829,2205
55,8,-1.6377,7.6935,0.4679,0,187,829,2205
55,9,-3.3312,7.9242,0.7687,0,156,840,2205
55,10,-4.7127,7.4114,0.7854,0,193,800,2205
55,11,-3.5484,7.7026,3.5484,0,158,755,2205
56,1,0.7938,1.464,-0.635,0,291,662,2238
56,2,-2.2282,0.6432,-0.3482,0,242,769,2238
56,3,0.7799,3.1833,-0.195,0,181,892,2238
56,4,-5.1472,5.6652,-1.8717,0,192,826,2238
56,5,-1.6377,7.6935,0.4679,0,192,826,2238
56,6,-3.3312,7.8952,1.025,0,156,838,2238
56,7,-4.4509,7.5715,0.7854,0,197,799,2238
56,8,-4.0944,7.2901,3.8214,0,168,742,2238
57,1,0.7938,1.464,-0.635,0,303,649,2271
57,2,0.4484,2.0109,-0.6406,0,310,681,2271
57,3,0.9609,1.905,0.3203,0,310,681,2271
57,4,2.1586,0.848,-0.3482,0,246,761,2271
57,5,-0.1504,2.5182,-0.2256,0,160,847,2271
57,6,0.6824,3.2101,-0.0975,0,184,882,2271
57,7,-5.1472,5.6652,-1.8717,0,206,811,2271
57,8,-1.4038,7.7502,0.234,0,206,811,2271
57,9,-4.4509,7.5715,0.7854,0,184,813,2271
58,1,0.7938,1.464,-0.635,0,303,649,2305
58,2,0.2897,2.1265,-1.1587,0,218,796,2305
58,3,1.1587,2.145,-0.0724,0,218,796,2305
58,4,0.7799,3.1878,-0.0975,0,193,868,2305
58,5,-5.1472,5.6652,-1.8717,0,206,808,2305
58,6,-1.6377,7.6935,0.4679,0,206,808,2305
58,7,-4.4509,7.5715,0.7854,0,188,807,2305
58,8,-4.0944,7.2901,3.8214,0,164,746,2305
59,1,0.7938,1.464,-0.635,0,293,661,2338
59,2,0.2897,2.2312,-0.9414,0,215,808,2338
59,3,1.3035,2.0602,0.0724,0,215,808,2338
