frame_id,point_id,x,y,z,doppler,snr,noise
15,4,-0.7766,1.0268,2.5024,0,238,649,977
15,5,0.5034,1.7714,2.7182,0,197,804,977
15,6,2.6261,6.7467,-2.8649,0,158,900,977
15,7,-2.0537,8.7704,-3.2273,0,177,825,977
17,1,0.1151,0.2399,-0.2646,0,236,718,1045
17,2,0.233,1.2775,2.1745,0,267,675,1045
17,3,1.3203,1.3239,-1.7086,0,267,675,1045
17,4,-0.7766,1.0268,2.5024,0,241,647,1045
17,5,0.5034,1.7714,2.7182,0,198,803,1045
17,6,2.6261,6.7467,-2.8649,0,157,901,1045
17,7,-2.0537,8.7704,-3.2273,0,180,822,1045
18,1,0.1151,0.2399,-0.2646,0,230,724,1077
18,2,0.233,1.2775,2.1745,0,275,667,1077
18,3,1.3203,1.3239,-1.7086,0,275,667,1077
18,4,-0.8629,0.6882,2.5887,0,247,642,1077
18,5,0.5034,1.7714,2.7182,0,200,801,1077
18,6,2.6261,6.7467,-2.8649,0,156,902,1077
18,7,-2.0537,8.7704,-3.2273,0,178,823,1077
21,1,0.1151,0.2399,-0.2646,0,242,712,1178
21,2,0.233,1.2775,2.1745,0,266,675,1178
21,3,1.3203,1.3239,-1.7086,0,266,675,1178
21,4,-0.7766,1.0268,2.5024,0,247,640,1178
21,5,0.5034,1.7714,2.7182,0,208,793,1178
21,6,2.6261,6.7467,-2.8649,0,156,902,1178
21,7,-2.0537,8.7704,-3.2273,0,177,825,1178
24,1,0.1151,0.2399,-0.2646,0,232,722,1278
24,2,0.233,1.2775,2.1745,0,244,697,1278
24,3,1.3979,1.1271,-1.7862,0,244,697,1278
24,4,-0.7766,1.0268,2.5024,0,236,650,1278
24,5,0.5034,1.7714,2.7182,0,209,792,1278
24,6,2.6261,6.7467,-2.8649,0,156,902,1278
24,7,-2.0537,8.7704,-3.2273,0,181,821,1278
26,1,0.1151,0.2399,-0.2646,0,233,721,1343
26,2,0.233,1.2775,2.1745,0,265,678,1343
26,3,1.3979,1.2416,-1.7086,0,265,678,1343
26,4,-0.7766,1.0268,2.5024,0,242,645,1343
26,5,-2.1573,0.5362,1.7258,0,242,645,1343
26,6,0.5034,1.7714,2.7182,0,203,797,1343
26,7,2.6261,6.7467,-2.8649,0,157,901,1343
26,8,3.3826,6.6019,-2.6578,0,163,896,1343
26,9,-2.0537,8.7704,-3.2273,0,179,822,1343
27,1,0.1151,0.2399,-0.2646,0,236,718,1377
27,2,0.233,1.2775,2.1745,0,275,667,1377
27,3,1.3203,1.3239,-1.7086,0,275,667,1377
27,4,-0.7766,1.0268,2.5024,0,234,652,1377
27,5,0.5034,1.7714,2.7182,0,190,810,1377
27,6,2.6261,6.7467,-2.8649,0,157,901,1377
27,7,-2.3471,8.7998,-2.9339,0,177,824,1377
28,1,0.1151,0.2399,-0.2646,0,232,724,1409
28,2,0.233,1.2775,2.1745,0,266,674,1409
28,3,1.3203,1.3239,-1.7086,0,266,674,1409
28,4,-0.7766,1.0268,2.5024,0,227,660,1409
28,5,-2.1573,0.5362,1.7258,0,227,660,1409
28,6,0.5034,1.7714,2.7182,0,191,810,1409
28,7,2.6261,6.7467,-2.8649,0,157,902,1409
28,8,-2.0537,8.7704,-3.2273,0,174,827,1409
29,1,0.1151,0.2399,-0.2646,0,250,705,1443
29,2,0.233,1.2775,2.1745,0,270,672,1443
29,3,1.3203,1.3239,-1.7086,0,270,672,1443
29,4,-0.8629,0.6882,2.5887,0,236,651,1443
29,5,0.5034,1.7714,2.7182,0,196,804,1443
29,6,2.6261,6.7467,-2.8649,0,157,902,1443
29,7,-2.0537,8.7704,-3.2273,0,177,824,1443
30,1,0.1151,0.2399,-0.2646,0,235,719,1477
30,2,0.233,1.2775,2.1745,0,280,662,1477
30,3,1.3203,1.3239,-1.7086,0,280,662,1477
30,4,-0.7766,1.0268,2.5024,0,236,651,1477
30,5,0.5034,1.7714,2.7182,0,198,803,1477
30,6,2.6261,6.7467,-2.8649,0,157,902,1477
30,7,-2.0537,8.7704,-3.2273,0,179,822,1477
31,1,0.1151,0.252,-0.2531,0,245,708,1510
31,2,0.233,1.2775,2.1745,0,281,660,1510
31,3,1.3203,1.3239,-1.7086,0,281,660,1510
31,4,-0.7766,1.0268,2.5024,0,251,634,1510
31,5,-2.1573,0.5362,1.7258,0,251,634,1510
31,6,0.5034,1.7714,2.7182,0,197,804,1510
31,7,2.6261,6.7467,-2.8649,0,157,901,1510
31,8,-2.0537,8.7704,-3.2273,0,176,825,1510
32,1,0.1151,0.2399,-0.2646,0,246,709,1543
32,2,0.233,1.2775,2.1745,0,267,673,1543
32,3,1.3979,1.2416,-1.7086,0,267,673,1543
32,4,-0.7766,1.0268,2.5024,0,236,651,1543
32,5,-2.1573,0.5362,1.7258,0,236,651,1543
32,6,0.5034,1.7714,2.7182,0,199,802,1543
32,7,2.6261,6.7467,-2.8649,0,157,901,1543
32,8,3.3826,6.6019,-2.6578,0,162,896,1543
32,9,-2.0537,8.7704,-3.2273,0,177,824,1543
33,1,0.1151,0.2399,-0.2646,0,246,709,1577
33,2,0.233,1.2775,2.1745,0,264,678,1577
33,3,1.3979,1.2416,-1.7086,0,264,678,1577
33,4,-0.7766,1.0268,2.5024,0,223,659,1577
33,5,-2.1573,0.5362,1.7258,0,223,659,1577
33,6,0.5034,1.7714,2.7182,0,188,813,1577
33,7,2.6261,6.7467,-2.8649,0,157,901,1577
33,8,-2.0537,8.7704,-3.2273,0,180,822,1577
35,1,0.1151,0.2399,-0.2646,0,226,731,1643
35,2,0.233,1.2775,2.1745,0,270,672,1643
35,3,1.3979,1.2416,-1.7086,0,270,672,1643
35,4,-0.7766,1.0268,2.5024,0,234,650,1643
35,5,-2.1573,0.5362,1.7258,0,234,650,1643
35,6,0.5034,1.7714,2.7182,0,194,807,1643
35,7,2.6261,6.7467,-2.8649,0,158,900,1643
35,8,-2.0537,8.7704,-3.2273,0,178,823,1643
36,1,0.1151,0.2399,-0.2646,0,234,721,1677
36,2,0.233,1.2775,2.1745,0,248,693,1677
36,3,1.3979,1.1271,-1.7862,0,248,693,1677
36,4,-0.7766,1.0268,2.5024,0,212,670,1677
36,5,-2.1573,0.5362,1.7258,0,212,670,1677
36,6,0.5034,1.7714,2.7182,0,194,807,1677
36,7,2.6261,6.7467,-2.8649,0,157,901,1677
36,8,-2.0537,8.7704,-3.2273,0,178,823,1677
39,1,0.1151,0.2399,-0.2646,0,243,712,1776
39,2,0.233,1.2775,2.1745,0,270,672,1776
39,3,1.3979,1.2416,-1.7086,0,270,672,1776
39,4,-0.7766,1.0268,2.5024,0,237,648,1776
39,5,-2.1573,0.5362,1.7258,0,237,648,1776
39,6,0.5034,1.7714,2.7182,0,197,804,1776
39,7,2.6261,6.7467,-2.8649,0,157,901,1776
39,8,-2.0537,8.7704,-3.2273,0,179,823,1776
40,1,0.1151,0.2399,-0.2646,0,252,703,1809
40,2,0.233,1.2775,2.1745,0,270,671,1809
40,3,1.3203,1.3239,-1.7086,0,270,671,1809
40,4,-0.7766,1.0268,2.5024,0,225,661,1809
40,5,-2.1573,0.7602,1.6395,0,225,661,1809
40,6,0.5034,1.7714,2.7182,0,183,817,1809
40,7,2.6261,6.7467,-2.8649,0,158,900,1809
40,8,-2.0537,8.7704,-3.2273,0,178,823,1809
41,1,0.1151,0.2399,-0.2646,0,239,715,1844
41,2,0.233,1.2775,2.1745,0,262,679,1844
41,3,1.3979,1.2416,-1.7086,0,262,679,1844
41,4,-0.8629,0.6882,2.5887,0,236,649,1844
41,5,-2.1573,0.5362,1.7258,0,236,649,1844
41,6,0.5034,1.7714,2.7182,0,200,801,1844
41,7,2.6261,6.7467,-2.8649,0,157,901,1844
41,8,-2.0537,8.7704,-3.2273,0,176,826,1844
42,1,0.1151,0.252,-0.2531,0,228,727,1877
42,2,0.233,1.2775,2.1745,0,265,676,1877
42,3,1.3979,1.2416,-1.7086,0,265,676,1877
42,4,-0.7766,1.0268,2.5024,0,222,662,1877
42,5,-2.1573,0.5362,1.7258,0,222,662,1877
42,6,0.5034,1.7714,2.7182,0,189,812,1877
42,7,2.6261,6.7467,-2.8649,0,157,901,1877
42,8,-2.0537,8.7704,-3.2273,0,177,824,1877
44,1,0.1151,0.2399,-0.2646,0,206,748,1944
44,2,0.233,1.2775,2.1745,0,254,689,1944
44,3,1.3203,1.3239,-1.7086,0,254,689,1944
44,4,-0.7766,1.0268,2.5024,0,243,641,1944
44,5,-2.1573,0.5362,1.7258,0,243,641,1944
44,6,0.5034,1.7714,2.7182,0,206,795,1944
44,7,2.6261,6.7467,-2.8649,0,157,901,1944
44,8,-2.0537,8.7704,-3.2273,0,177,824,1944
45,1,0.1151,0.2399,-0.2646,0,233,721,1977
45,2,0.233,1.2775,2.1745,0,275,666,1977
45,3,1.3979,1.2416,-1.7086,0,275,666,1977
45,4,-0.7766,1.0268,2.5024,0,245,639,1977
45,5,-2.1573,0.5362,1.7258,0,245,639,1977
45,6,0.5034,1.7714,2.7182,0,202,798,1977
45,7,2.6261,6.7467,-2.8649,0,157,900,1977
45,8,-2.0537,8.7704,-3.2273,0,178,823,1977
48,1,0.1151,0.2399,-0.2646,0,225,729,2077
48,2,0.233,1.2775,2.1745,0,257,684,2077
48,3,1.3979,1.2416,-1.7086,0,257,684,2077
48,4,-0.7766,1.0268,2.5024,0,223,664,2077
48,5,-2.1573,0.7602,1.6395,0,223,664,2077
48,6,0.5034,1.7714,2.7182,0,191,810,2077
48,7,2.6261,6.7467,-2.8649,0,157,901,2077
48,8,-2.0537,8.7704,-3.2273,0,180,821,2077
49,1,0.1151,0.252,-0.2531,0,254,701,2110
49,2,0.233,1.2775,2.1745,0,274,668,2110
49,3,1.3979,1.2416,-1.7086,0,274,668,2110
49,4,-0.7766,1.0268,2.5024,0,247,638,2110
49,5,-2.071,1.1037,1.5532,0,247,638,2110
49,6,0.5034,1.7714,2.7182,0,204,797,2110
49,7,2.6261,6.7467,-2.8649,0,157,900,2110
49,8,-2.3471,8.7998,-2.9339,0,179,822,2110
50,1,0.1151,0.252,-0.2531,0,239,714,2142
50,2,0.233,1.2775,2.1745,0,257,684,2142
50,3,1.3979,1.1271,-1.7862,0,257,684,2142
50,4,-0.7766,1.0268,2.5024,0,222,663,2142
50,5,-2.071,1.1037,1.5532,0,222,663,2142
50,6,0.5034,1.7714,2.7182,0,201,800,2142
50,7,2.6261,6.7467,-2.8649,0,157,901,2142
50,8,-2.0537,8.7704,-3.2273,0,177,824,2142
51,1,0.1151,0.2399,-0.2646,0,252,702,2178
51,2,0.1151,0.252,-0.2531,0,252,702,2178
51,3,0.233,1.2775,2.1745,0,249,692,2178
51,4,1.3979,1.1271,-1.7862,0,249,692,2178
51,5,-0.7766,1.0268,2.5024,0,216,668,2178
51,6,-2.1573,0.7602,1.6395,0,216,668,2178
51,7,0.5034,1.7714,2.7182,0,195,806,2178
51,8,-0.4142,4.308,-1.2425,0,150,865,2178
51,9,2.6261,6.7467,-2.8649,0,158,900,2178
51,10,-2.0537,8.7704,-3.2273,0,180,821,2178
53,1,0.1151,0.2399,-0.2646,0,222,731,2243
53,2,0.233,1.2775,2.1745,0,267,675,2243
53,3,1.3979,1.1271,-1.7862,0,267,675,2243
53,4,-0.7766,1.0268,2.5024,0,238,647,2243
53,5,-2.1573,0.7602,1.6395,0,238,647,2243
53,6,0.5034,1.7714,2.7182,0,198,802,2243
53,7,2.6261,6.7467,-2.8649,0,158,900,2243
53,8,-2.0537,8.7704,-3.2273,0,180,821,2243
54,1,0.1151,0.252,-0.2531,0,237,718,2278
54,2,0.233,1.2775,2.1745,0,273,669,2278
54,3,1.3979,1.1271,-1.7862,0,273,669,2278
54,4,-0.7766,1.0268,2.5024,0,239,646,2278
54,5,-2.071,1.1037,1.5532,0,239,646,2278
54,6,0.5034,1.7714,2.7182,0,196,805,2278
54,7,2.6261,6.7467,-2.8649,0,157,901,2278
54,8,-2.0537,8.7704,-3.2273,0,179,822,2278
57,1,0.1151,0.2399,-0.2646,0,236,719,2377
57,2,0.233,1.2775,2.1745,0,264,678,2377
57,3,1.3979,1.1271,-1.7862,0,264,678,2377
57,4,-0.7766,1.0268,2.5024,0,235,651,2377
57,5,-2.071,1.1037,1.5532,0,235,651,2377
57,6,0.5034,1.7714,2.7182,0,199,801,2377
57,7,2.6261,6.7467,-2.8649,0,157,901,2377
57,8,-2.0537,8.7704,-3.2273,0,176,825,2377
60,1,0.1151,0.2399,-0.2646,0,245,709,2476
60,2,0.233,1.2775,2.1745,0,262,678,2476
60,3,1.3979,1.2416,-1.7086,0,262,678,2476
60,4,-0.7766,1.0268,2.5024,0,235,651,2476
60,5,-2.071,1.1037,1.5532,0,235,651,2476
60,6,0.4027,1.6345,2.8188,0,194,807,2476
60,7,2.6261,6.7467,-2.8649,0,158,900,2476
60,8,-2.0537,8.7704,-3.2273,0,182,819,2476
61,1,0.1151,0.2399,-0.2646,0,240,713,2510
61,2,0.233,1.2775,2.1745,0,250,692,2510
61,3,1.3203,1.3239,-1.7086,0,250,692,2510
61,4,-0.7766,1.0268,2.5024,0,233,653,2510
61,5,-2.071,1.1037,1.5532,0,233,653,2510
61,6,0.5034,1.7714,2.7182,0,209,792,2510
61,7,2.6261,6.7467,-2.8649,0,157,900,2510
61,8,-2.0537,8.7704,-3.2273,0,180,821,2510
62,1,0.1151,0.2399,-0.2646,0,239,715,2543
62,2,0.233,1.2775,2.1745,0,255,685,2543
62,3,1.3979,1.1271,-1.7862,0,255,685,2543
62,4,-0.7766,1.0268,2.5024,0,233,651,2543
62,5,-2.071,1.1037,1.5532,0,233,651,2543
62,6,0.5034,1.7714,2.7182,0,201,799,2543
62,7,-0.4142,4.308,-1.2425,0,150,865,2543
62,8,2.6261,6.7467,-2.8649,0,157,901,2543
62,9,3.3826,6.6019,-2.6578,0,161,896,2543
62,10,-2.0537,8.7704,-3.2273,0,179,821,2543
63,1,0.1151,0.2399,-0.2646,0,228,728,2577
63,2,0.233,1.2775,2.1745,0,236,705,2577
63,3,1.3979,1.2416,-1.7086,0,236,705,2577
63,4,-0.7766,1.0268,2.5024,0,219,667,2577
63,5,-2.071,1.1037,1.5532,0,219,667,2577
63,6,0.5034,1.7714,2.7182,0,204,797,2577
63,7,2.6261,6.7467,-2.8649,0,157,901,2577
63,8,-2.0537,8.7704,-3.2273,0,179,822,2577
66,1,0.1151,0.2399,-0.2646,0,234,720,2678
66,2,0.233,1.2775,2.1745,0,241,700,2678
66,3,1.3979,1.1271,-1.7862,0,241,700,2678
66,4,-0.7766,1.0268,2.5024,0,210,677,2678
66,5,-2.071,1.1037,1.5532,0,210,677,2678
66,6,0.5034,1.7714,2.7182,0,193,808,2678
66,7,2.6261,6.7467,-2.8649,0,157,901,2678
66,8,-2.0537,8.7704,-3.2273,0,177,824,2678
72,1,0.1151,0.252,-0.2531,0,235,718,2877
72,2,0.233,1.2775,2.1745,0,280,660,2877
72,3,1.3979,1.1271,-1.7862,0,280,660,2877
72,4,-0.7766,1.0268,2.5024,0,257,630,2877
72,5,-2.071,1.1037,1.5532,0,257,630,2877
72,6,0.5034,1.7714,2.7182,0,207,794,2877
72,7,2.6261,6.7467,-2.8649,0,157,900,2877
72,8,-2.0537,8.7704,-3.2273,0,179,822,2877
73,1,0.1151,0.2399,-0.2646,0,256,698,2912
73,2,0.3106,1.3862,2.0969,0,261,678,2912
73,3,1.3979,1.1271,-1.7862,0,261,678,2912
73,4,0.5034,1.7714,2.7182,0,194,806,2912
73,5,2.6261,6.7467,-2.8649,0,156,902,2912
73,6,-2.0537,8.7704,-3.2273,0,180,821,2912
74,1,0.1151,0.2399,-0.2646,0,232,722,2942
74,2,0.3106,1.3862,2.0969,0,274,667,2942
74,3,1.3979,1.1271,-1.7862,0,3284,3254,2942
74,4,0.5034,1.7714,2.7182,0,3236,3267,2942
74,5,3.3826,6.6019,-2.6578,0,3115,2888,2942
74,6,-2.0537,8.7704,-3.2273,0,2992,3088,2942
75,1,0.1151,0.252,-0.2531,0,251,702,2978
75,2,0.3106,1.3862,2.0969,0,254,687,2978
75,3,1.3979,1.1271,-1.7862,0,254,687,2978
75,4,0.5034,1.7714,2.7182,0,187,813,2978
75,5,2.6261,6.7467,-2.8649,0,157,901,2978
75,6,-2.0537,8.7704,-3.2273,0,178,823,2978
78,1,0.1151,0.2399,-0.2646,0,240,714,3075
78,2,0.3106,1.3862,2.0969,0,264,678,3075
78,3,0.5034,1.7714,2.7182,0,197,803,3075
78,4,2.6261,6.7467,-2.8649,0,156,902,3075
78,5,-2.0537,8.7704,-3.2273,0,179,821,3075
79,1,0.1151,0.252,-0.2531,0,227,726,3110
79,2,0.3883,1.4789,2.0192,0,256,686,3110
79,3,0.5034,1.7714,2.7182,0,198,802,3110
79,4,2.6261,6.7467,-2.8649,0,157,901,3110
79,5,-2.0537,8.7704,-3.2273,0,176,824,3110
80,1,0.1151,0.2399,-0.2646,0,227,727,3143
80,2,0.3106,1.3862,2.0969,0,243,698,3143
80,3,1.3979,1.1271,-1.7862,0,11008,40451,3143
80,4,0.5034,1.7714,2.7182,0,33792,45571,3143
80,5,2.6261,6.7467,-2.8649,0,14080,515,3143
80,6,-2.0537,8.7704,-3.2273,0,0,0,3143
81,1,0.1151,0.252,-0.2531,0,219,736,3177
81,2,0.3106,1.3862,2.0969,0,274,666,3177
81,3,1.3979,1.1271,-1.7862,0,274,666,3177
81,4,0.5034,1.7714,2.7182,0,195,806,3177
81,5,2.6261,6.7467,-2.8649,0,157,901,3177
81,6,-2.0537,8.7704,-3.2273,0,178,822,3177
83,1,0.1151,0.252,-0.2531,0,227,727,3244
83,2,0.233,1.2775,2.1745,0,250,691,3244
83,3,1.3203,1.3239,-1.7086,0,250,691,3244
83,4,-0.7766,1.0268,2.5024,0,231,662,3244
83,5,0.5034,1.7714,2.7182,0,204,796,3244
83,6,2.6261,6.7467,-2.8649,0,158,900,3244
83,7,-2.0537,8.7704,-3.2273,0,175,826,3244
84,1,0.1151,0.2399,-0.2646,0,232,722,3278
84,2,0.233,1.2775,2.1745,0,248,697,3278
84,3,1.3203,1.3239,-1.7086,0,248,697,3278
84,4,-0.7766,1.0268,2.5024,0,217,675,3278
84,5,0.5034,1.7714,2.7182,0,193,807,3278
84,6,2.6261,6.7467,-2.8649,0,157,901,3278
84,7,-2.3471,8.7998,-2.9339,0,180,821,3278
87,1,0.1151,0.2399,-0.2646,0,249,704,3378
87,2,0.3106,1.3862,2.0969,0,267,676,3378
87,3,1.3979,1.1271,-1.7862,0,267,676,3378
87,4,0.5034,1.7714,2.7182,0,192,808,3378
87,5,3.3826,6.4994,-2.8994,0,162,896,3378
87,6,-2.0537,8.7704,-3.2273,0,179,822,3378
90,1,0.1151,0.2399,-0.2646,0,252,702,3479
90,2,0.233,1.2775,2.1745,0,264,679,3479
90,3,1.3979,1.1271,-1.7862,0,264,679,3479
90,4,-0.7766,1.0268,2.5024,0,242,650,3479
90,5,0.5034,1.7714,2.7182,0,201,799,3479
90,6,2.6261,6.7467,-2.8649,0,157,901,3479
90,7,-2.0537,8.7704,-3.2273,0,179,822,3479
93,1,0.1151,0.2399,-0.2646,0,247,707,3577
93,2,0.233,1.2775,2.1745,0,261,681,3577
93,3,1.3979,1.1271,-1.7862,0,261,681,3577
93,4,-0.8629,0.6882,2.5887,0,236,653,3577
93,5,0.5034,1.7714,2.7182,0,202,798,3577
93,6,2.6261,6.7467,-2.8649,0,156,902,3577
93,7,3.3826,6.4994,-2.8994,0,161,896,3577
93,8,-2.0537,8.7704,-3.2273,0,178,824,3577
94,1,0.1151,0.2399,-0.2646,0,215,738,3611
94,2,0.3106,1.3862,2.0969,0,254,687,3611
94,3,1.3979,1.1271,-1.7862,0,254,687,3611
94,4,-0.8629,0.6882,2.5887,0,228,660,3611
94,5,0.5034,1.7714,2.7182,0,196,804,3611
94,6,2.6261,6.7467,-2.8649,0,157,900,3611
94,7,-2.3471,8.7998,-2.9339,0,178,824,3611
95,1,0.1151,0.252,-0.2531,0,213,742,3643
95,2,0.233,1.2775,2.1745,0,240,701,3643
95,3,1.3979,1.1271,-1.7862,0,240,701,3643
95,4,-0.8629,0.6882,2.5887,0,221,667,3643
95,5,0.5034,1.7714,2.7182,0,196,804,3643
95,6,2.6261,6.7467,-2.8649,0,157,901,3643
95,7,-2.0537,8.7704,-3.2273,0,180,821,3643
96,1,0.1151,0.2399,-0.2646,0,250,703,3677
96,2,0.233,1.2775,2.1745,0,281,663,3677
96,3,1.3979,1.1271,-1.7862,0,281,663,3677
96,4,-0.8629,0.6882,2.5887,0,241,649,3677
96,5,0.5034,1.7714,2.7182,0,189,811,3677
96,6,2.6261,6.7467,-2.8649,0,157,901,3677
96,7,-2.0537,8.7704,-3.2273,0,177,824,3677
98,1,0.1151,0.2399,-0.2646,0,220,734,3744
98,2,0.233,1.2775,2.1745,0,267,675,3744
98,3,1.3979,1.1271,-1.7862,0,267,675,3744
98,4,-0.8629,0.6882,2.5887,0,249,641,3744
98,5,0.5034,1.7714,2.7182,0,201,799,3744
98,6,2.6261,6.7467,-2.8649,0,157,900,3744
98,7,-2.0537,8.7704,-3.2273,0,180,821,3744
99,1,0.1151,0.2399,-0.2646,0,244,710,3776
99,2,0.3106,1.3862,2.0969,0,281,663,3776
99,3,1.3979,1.1271,-1.7862,0,281,663,3776
99,4,-0.8629,0.6882,2.5887,0,247,640,3776
99,5,-2.071,0.9709,1.6395,0,247,640,3776
99,6,0.5034,1.7714,2.7182,0,192,808,3776
99,7,2.6261,6.7467,-2.8649,0,157,900,3776
99,8,3.3826,6.4994,-2.8994,0,163,895,3776
99,9,-2.0537,8.7704,-3.2273,0,178,822,3776
100,1,0.1151,0.2399,-0.2646,0,240,714,3809
100,2,0.233,1.2775,2.1745,0,288,653,3809
100,3,1.3979,1.1271,-1.7862,0,288,653,3809
100,4,-0.8629,0.6882,2.5887,0,255,632,3809
100,5,-2.071,0.9709,1.6395,0,255,632,3809
100,6,0.5034,1.7714,2.7182,0,201,799,3809
100,7,2.6261,6.7467,-2.8649,0,157,900,3809
100,8,-2.0537,8.7704,-3.2273,0,178,823,3809
101,1,0.1151,0.2399,-0.2646,0,228,725,3843
101,2,0.233,1.2775,2.1745,0,276,667,3843
101,3,1.3979,1.1271,-1.7862,0,276,667,3843
101,4,-0.8629,0.6882,2.5887,0,241,647,3843
101,5,-1.9847,1.2523,1.5532,0,241,647,3843
101,6,0.5034,1.7714,2.7182,0,192,808,3843
101,7,2.6261,6.7467,-2.8649,0,157,901,3843
101,8,-2.0537,8.7704,-3.2273,0,178,823,3843
102,1,0.1151,0.2399,-0.2646,0,234,720,3877
102,2,0.3106,1.2609,2.1745,0,255,688,3877
102,3,1.3979,1.1271,-1.7862,0,255,688,3877
102,4,-0.7766,1.0268,2.5024,0,228,664,3877
102,5,0.5034,1.7714,2.7182,0,190,810,3877
102,6,2.6261,6.7467,-2.8649,0,157,901,3877
102,7,-2.0537,8.7704,-3.2273,0,180,821,3877
104,1,0.1151,0.2399,-0.2646,0,238,717,3943
104,2,0.233,1.2775,2.1745,0,255,687,3943
104,3,1.3979,1.1271,-1.7862,0,255,687,3943
104,4,-0.7766,1.0268,2.5024,0,238,651,3943
104,5,0.5034,1.7714,2.7182,0,197,803,3943
104,6,3.3826,6.4994,-2.8994,0,163,894,3943
104,7,-2.0537,8.7704,-3.2273,0,175,825,3943
105,1,0.1151,0.2399,-0.2646,0,228,725,3978
105,2,0.233,1.2775,2.1745,0,268,675,3978
105,3,1.3979,1.1271,-1.7862,0,268,675,3978
105,4,-0.7766,1.0268,2.5024,0,255,637,3978
105,5,0.5034,1.7714,2.7182,0,200,800,3978
